test_id,product_category,product_code_1,product_code_2
1054,Butter,231,526
1055,Butter,531,231
1056,Butter,231,538
1057,Butter,281,276
1058,Butter,368,276
1059,Butter,276,390
1060,Butter,276,454
1061,Butter,276,465
1062,Butter,276,494
1063,Butter,523,276
1064,Butter,526,276
1065,Butter,276,531
1066,Butter,538,276
1067,Butter,368,281
1068,Butter,390,281
1069,Butter,454,281
1070,Butter,465,281
1071,Butter,494,281
1072,Butter,523,281
1073,Butter,526,281
1074,Butter,281,531
1075,Butter,538,281
1076,Butter,390,368
1077,Butter,368,454
1078,Butter,465,368
1079,Butter,368,494
1080,Butter,368,523
1081,Butter,526,368
1082,Butter,531,368
1083,Butter,368,538
1084,Butter,390,454
1085,Butter,465,390
1086,Butter,390,494
1087,Butter,523,390
1088,Butter,390,526
1089,Butter,531,390
1090,Butter,390,538
1091,Butter,454,465
1092,Butter,454,494
1093,Butter,454,523
1094,Butter,526,454
1095,Butter,531,454
1096,Butter,538,454
1097,Butter,494,465
1098,Butter,465,523
1099,Butter,526,465
1100,Butter,531,465
1101,Butter,465,538
1102,Butter,494,523
1103,Butter,494,526
1104,Butter,494,531
1105,Butter,538,494
1106,Butter,526,523
1107,Butter,523,531
1108,Butter,523,538
1109,Butter,531,526
1110,Butter,526,538
1111,Butter,538,531
1112,Cheddar_Cheese,126,107
1113,Cheddar_Cheese,107,208
1114,Cheddar_Cheese,107,214
1115,Cheddar_Cheese,107,218
1116,Cheddar_Cheese,241,107
1117,Cheddar_Cheese,107,248
1118,Cheddar_Cheese,257,107
1119,Cheddar_Cheese,275,107
1120,Cheddar_Cheese,107,295
1121,Cheddar_Cheese,107,296
1122,Cheddar_Cheese,107,334
1123,Cheddar_Cheese,107,345
1124,Cheddar_Cheese,107,449
1125,Cheddar_Cheese,107,508
1126,Cheddar_Cheese,516,107
1127,Cheddar_Cheese,527,107
1128,Cheddar_Cheese,208,126
1129,Cheddar_Cheese,214,126
1130,Cheddar_Cheese,126,218
1131,Cheddar_Cheese,241,126
1132,Cheddar_Cheese,248,126
1133,Cheddar_Cheese,257,126
1134,Cheddar_Cheese,126,275
1135,Cheddar_Cheese,295,126
1136,Cheddar_Cheese,126,296
1137,Cheddar_Cheese,334,126
1138,Cheddar_Cheese,345,126
1139,Cheddar_Cheese,126,449
1140,Cheddar_Cheese,126,508
1141,Cheddar_Cheese,516,126
1142,Cheddar_Cheese,126,527
1143,Cheddar_Cheese,208,214
1144,Cheddar_Cheese,218,208
1145,Cheddar_Cheese,208,241
1146,Cheddar_Cheese,208,248
1147,Cheddar_Cheese,208,257
1148,Cheddar_Cheese,208,275
1149,Cheddar_Cheese,208,295
1150,Cheddar_Cheese,208,296
1151,Cheddar_Cheese,208,334
1152,Cheddar_Cheese,208,345
1153,Cheddar_Cheese,208,449
1154,Cheddar_Cheese,208,508
1155,Cheddar_Cheese,208,516
1156,Cheddar_Cheese,527,208
1157,Cheddar_Cheese,214,218
1158,Cheddar_Cheese,214,241
1159,Cheddar_Cheese,248,214
1160,Cheddar_Cheese,214,257
1161,Cheddar_Cheese,275,214
1162,Cheddar_Cheese,295,214
1163,Cheddar_Cheese,214,296
1164,Cheddar_Cheese,334,214
1165,Cheddar_Cheese,214,345
1166,Cheddar_Cheese,214,449
1167,Cheddar_Cheese,214,508
1168,Cheddar_Cheese,516,214
1169,Cheddar_Cheese,527,214
1170,Cheddar_Cheese,218,241
1171,Cheddar_Cheese,218,248
1172,Cheddar_Cheese,218,257
1173,Cheddar_Cheese,275,218
1174,Cheddar_Cheese,218,295
1175,Cheddar_Cheese,218,296
1176,Cheddar_Cheese,218,334
1177,Cheddar_Cheese,345,218
1178,Cheddar_Cheese,218,449
1179,Cheddar_Cheese,218,508
1180,Cheddar_Cheese,218,516
1181,Cheddar_Cheese,527,218
1182,Cheddar_Cheese,241,248
1183,Cheddar_Cheese,241,257
1184,Cheddar_Cheese,275,241
1185,Cheddar_Cheese,241,295
1186,Cheddar_Cheese,241,296
1187,Cheddar_Cheese,334,241
1188,Cheddar_Cheese,345,241
1189,Cheddar_Cheese,241,449
1190,Cheddar_Cheese,508,241
1191,Cheddar_Cheese,241,516
1192,Cheddar_Cheese,527,241
1193,Cheddar_Cheese,248,257
1194,Cheddar_Cheese,275,248
1195,Cheddar_Cheese,248,295
1196,Cheddar_Cheese,248,296
1197,Cheddar_Cheese,248,334
1198,Cheddar_Cheese,248,345
1199,Cheddar_Cheese,449,248
1200,Cheddar_Cheese,248,508
1201,Cheddar_Cheese,516,248
1202,Cheddar_Cheese,527,248
1203,Cheddar_Cheese,275,257
1204,Cheddar_Cheese,295,257
1205,Cheddar_Cheese,257,296
1206,Cheddar_Cheese,257,334
1207,Cheddar_Cheese,345,257
1208,Cheddar_Cheese,449,257
1209,Cheddar_Cheese,257,508
1210,Cheddar_Cheese,516,257
1211,Cheddar_Cheese,527,257
1212,Cheddar_Cheese,295,275
1213,Cheddar_Cheese,275,296
1214,Cheddar_Cheese,275,334
1215,Cheddar_Cheese,345,275
1216,Cheddar_Cheese,449,275
1217,Cheddar_Cheese,275,508
1218,Cheddar_Cheese,275,516
1219,Cheddar_Cheese,527,275
1220,Cheddar_Cheese,295,296
1221,Cheddar_Cheese,334,295
1222,Cheddar_Cheese,345,295
1223,Cheddar_Cheese,295,449
1224,Cheddar_Cheese,508,295
1225,Cheddar_Cheese,295,516
1226,Cheddar_Cheese,527,295
1227,Cheddar_Cheese,334,296
1228,Cheddar_Cheese,296,345
1229,Cheddar_Cheese,449,296
1230,Cheddar_Cheese,296,508
1231,Cheddar_Cheese,516,296
1232,Cheddar_Cheese,527,296
1233,Cheddar_Cheese,345,334
1234,Cheddar_Cheese,334,449
1235,Cheddar_Cheese,508,334
1236,Cheddar_Cheese,334,516
1237,Cheddar_Cheese,527,334
1238,Cheddar_Cheese,345,449
1239,Cheddar_Cheese,508,345
1240,Cheddar_Cheese,345,516
1241,Cheddar_Cheese,345,527
1242,Cheddar_Cheese,449,508
1243,Cheddar_Cheese,449,516
1244,Cheddar_Cheese,449,527
1245,Cheddar_Cheese,508,516
1246,Cheddar_Cheese,527,508
1247,Cheddar_Cheese,527,516
1248,Chicken_Strips,174,183
1249,Chicken_Strips,174,209
1250,Chicken_Strips,174,219
1251,Chicken_Strips,245,174
1252,Chicken_Strips,252,174
1253,Chicken_Strips,265,174
1254,Chicken_Strips,174,273
1255,Chicken_Strips,304,174
1256,Chicken_Strips,331,174
1257,Chicken_Strips,338,174
1258,Chicken_Strips,355,174
1259,Chicken_Strips,174,384
1260,Chicken_Strips,412,174
1261,Chicken_Strips,174,418
1262,Chicken_Strips,423,174
1263,Chicken_Strips,432,174
1264,Chicken_Strips,435,174
1265,Chicken_Strips,436,174
1266,Chicken_Strips,477,174
1267,Chicken_Strips,517,174
1268,Chicken_Strips,183,209
1269,Chicken_Strips,219,183
1270,Chicken_Strips,183,245
1271,Chicken_Strips,183,252
1272,Chicken_Strips,183,265
1273,Chicken_Strips,273,183
1274,Chicken_Strips,304,183
1275,Chicken_Strips,331,183
1276,Chicken_Strips,338,183
1277,Chicken_Strips,183,355
1278,Chicken_Strips,384,183
1279,Chicken_Strips,412,183
1280,Chicken_Strips,183,418
1281,Chicken_Strips,183,423
1282,Chicken_Strips,183,432
1283,Chicken_Strips,435,183
1284,Chicken_Strips,436,183
1285,Chicken_Strips,183,477
1286,Chicken_Strips,517,183
1287,Chicken_Strips,219,209
1288,Chicken_Strips,245,209
1289,Chicken_Strips,252,209
1290,Chicken_Strips,265,209
1291,Chicken_Strips,273,209
1292,Chicken_Strips,209,304
1293,Chicken_Strips,209,331
1294,Chicken_Strips,209,338
1295,Chicken_Strips,355,209
1296,Chicken_Strips,384,209
1297,Chicken_Strips,412,209
1298,Chicken_Strips,209,418
1299,Chicken_Strips,209,423
1300,Chicken_Strips,432,209
1301,Chicken_Strips,209,435
1302,Chicken_Strips,436,209
1303,Chicken_Strips,209,477
1304,Chicken_Strips,209,517
1305,Chicken_Strips,219,245
1306,Chicken_Strips,219,252
1307,Chicken_Strips,219,265
1308,Chicken_Strips,273,219
1309,Chicken_Strips,219,304
1310,Chicken_Strips,331,219
1311,Chicken_Strips,219,338
1312,Chicken_Strips,219,355
1313,Chicken_Strips,219,384
1314,Chicken_Strips,412,219
1315,Chicken_Strips,219,418
1316,Chicken_Strips,219,423
1317,Chicken_Strips,219,432
1318,Chicken_Strips,435,219
1319,Chicken_Strips,436,219
1320,Chicken_Strips,477,219
1321,Chicken_Strips,517,219
1322,Chicken_Strips,245,252
1323,Chicken_Strips,265,245
1324,Chicken_Strips,245,273
1325,Chicken_Strips,304,245
1326,Chicken_Strips,331,245
1327,Chicken_Strips,245,338
1328,Chicken_Strips,245,355
1329,Chicken_Strips,384,245
1330,Chicken_Strips,245,412
1331,Chicken_Strips,245,418
1332,Chicken_Strips,423,245
1333,Chicken_Strips,245,432
1334,Chicken_Strips,245,435
1335,Chicken_Strips,245,436
1336,Chicken_Strips,477,245
1337,Chicken_Strips,245,517
1338,Chicken_Strips,265,252
1339,Chicken_Strips,273,252
1340,Chicken_Strips,304,252
1341,Chicken_Strips,331,252
1342,Chicken_Strips,252,338
1343,Chicken_Strips,252,355
1344,Chicken_Strips,252,384
1345,Chicken_Strips,412,252
1346,Chicken_Strips,418,252
1347,Chicken_Strips,423,252
1348,Chicken_Strips,252,432
1349,Chicken_Strips,435,252
1350,Chicken_Strips,252,436
1351,Chicken_Strips,252,477
1352,Chicken_Strips,517,252
1353,Chicken_Strips,265,273
1354,Chicken_Strips,304,265
1355,Chicken_Strips,265,331
1356,Chicken_Strips,265,338
1357,Chicken_Strips,355,265
1358,Chicken_Strips,384,265
1359,Chicken_Strips,265,412
1360,Chicken_Strips,265,418
1361,Chicken_Strips,423,265
1362,Chicken_Strips,265,432
1363,Chicken_Strips,265,435
1364,Chicken_Strips,265,436
1365,Chicken_Strips,477,265
1366,Chicken_Strips,265,517
1367,Chicken_Strips,273,304
1368,Chicken_Strips,331,273
1369,Chicken_Strips,338,273
1370,Chicken_Strips,273,355
1371,Chicken_Strips,384,273
1372,Chicken_Strips,273,412
1373,Chicken_Strips,418,273
1374,Chicken_Strips,423,273
1375,Chicken_Strips,273,432
1376,Chicken_Strips,435,273
1377,Chicken_Strips,273,436
1378,Chicken_Strips,477,273
1379,Chicken_Strips,273,517
1380,Chicken_Strips,331,304
1381,Chicken_Strips,338,304
1382,Chicken_Strips,304,355
1383,Chicken_Strips,384,304
1384,Chicken_Strips,304,412
1385,Chicken_Strips,418,304
1386,Chicken_Strips,304,423
1387,Chicken_Strips,432,304
1388,Chicken_Strips,304,435
1389,Chicken_Strips,436,304
1390,Chicken_Strips,477,304
1391,Chicken_Strips,517,304
1392,Chicken_Strips,338,331
1393,Chicken_Strips,331,355
1394,Chicken_Strips,384,331
1395,Chicken_Strips,331,412
1396,Chicken_Strips,418,331
1397,Chicken_Strips,423,331
1398,Chicken_Strips,331,432
1399,Chicken_Strips,331,435
1400,Chicken_Strips,436,331
1401,Chicken_Strips,477,331
1402,Chicken_Strips,517,331
1403,Chicken_Strips,338,355
1404,Chicken_Strips,338,384
1405,Chicken_Strips,412,338
1406,Chicken_Strips,338,418
1407,Chicken_Strips,338,423
1408,Chicken_Strips,338,432
1409,Chicken_Strips,338,435
1410,Chicken_Strips,436,338
1411,Chicken_Strips,477,338
1412,Chicken_Strips,517,338
1413,Chicken_Strips,384,355
1414,Chicken_Strips,355,412
1415,Chicken_Strips,355,418
1416,Chicken_Strips,423,355
1417,Chicken_Strips,432,355
1418,Chicken_Strips,435,355
1419,Chicken_Strips,355,436
1420,Chicken_Strips,477,355
1421,Chicken_Strips,355,517
1422,Chicken_Strips,412,384
1423,Chicken_Strips,418,384
1424,Chicken_Strips,384,423
1425,Chicken_Strips,384,432
1426,Chicken_Strips,435,384
1427,Chicken_Strips,384,436
1428,Chicken_Strips,384,477
1429,Chicken_Strips,384,517
1430,Chicken_Strips,418,412
1431,Chicken_Strips,412,423
1432,Chicken_Strips,432,412
1433,Chicken_Strips,412,435
1434,Chicken_Strips,436,412
1435,Chicken_Strips,477,412
1436,Chicken_Strips,517,412
1437,Chicken_Strips,418,423
1438,Chicken_Strips,432,418
1439,Chicken_Strips,418,435
1440,Chicken_Strips,418,436
1441,Chicken_Strips,477,418
1442,Chicken_Strips,418,517
1443,Chicken_Strips,432,423
1444,Chicken_Strips,423,435
1445,Chicken_Strips,436,423
1446,Chicken_Strips,423,477
1447,Chicken_Strips,423,517
1448,Chicken_Strips,432,435
1449,Chicken_Strips,432,436
1450,Chicken_Strips,477,432
1451,Chicken_Strips,432,517
1452,Chicken_Strips,435,436
1453,Chicken_Strips,435,477
1454,Chicken_Strips,517,435
1455,Chicken_Strips,436,477
1456,Chicken_Strips,436,517
1457,Chicken_Strips,477,517
1458,Cream_Cheese,136,106
1459,Cream_Cheese,106,159
1460,Cream_Cheese,211,106
1461,Cream_Cheese,106,239
1462,Cream_Cheese,258,106
1463,Cream_Cheese,106,293
1464,Cream_Cheese,106,308
1465,Cream_Cheese,310,106
1466,Cream_Cheese,106,311
1467,Cream_Cheese,353,106
1468,Cream_Cheese,106,371
1469,Cream_Cheese,106,378
1470,Cream_Cheese,106,416
1471,Cream_Cheese,106,424
1472,Cream_Cheese,106,434
1473,Cream_Cheese,453,106
1474,Cream_Cheese,461,106
1475,Cream_Cheese,106,483
1476,Cream_Cheese,106,500
1477,Cream_Cheese,106,545
1478,Cream_Cheese,136,159
1479,Cream_Cheese,211,136
1480,Cream_Cheese,136,239
1481,Cream_Cheese,258,136
1482,Cream_Cheese,136,293
1483,Cream_Cheese,308,136
1484,Cream_Cheese,310,136
1485,Cream_Cheese,311,136
1486,Cream_Cheese,353,136
1487,Cream_Cheese,136,371
1488,Cream_Cheese,378,136
1489,Cream_Cheese,416,136
1490,Cream_Cheese,424,136
1491,Cream_Cheese,434,136
1492,Cream_Cheese,453,136
1493,Cream_Cheese,461,136
1494,Cream_Cheese,136,483
1495,Cream_Cheese,136,500
1496,Cream_Cheese,136,545
1497,Cream_Cheese,211,159
1498,Cream_Cheese,239,159
1499,Cream_Cheese,159,258
1500,Cream_Cheese,159,293
1501,Cream_Cheese,308,159
1502,Cream_Cheese,310,159
1503,Cream_Cheese,311,159
1504,Cream_Cheese,353,159
1505,Cream_Cheese,371,159
1506,Cream_Cheese,159,378
1507,Cream_Cheese,159,416
1508,Cream_Cheese,159,424
1509,Cream_Cheese,159,434
1510,Cream_Cheese,159,453
1511,Cream_Cheese,159,461
1512,Cream_Cheese,159,483
1513,Cream_Cheese,500,159
1514,Cream_Cheese,545,159
1515,Cream_Cheese,239,211
1516,Cream_Cheese,211,258
1517,Cream_Cheese,211,293
1518,Cream_Cheese,308,211
1519,Cream_Cheese,211,310
1520,Cream_Cheese,311,211
1521,Cream_Cheese,211,353
1522,Cream_Cheese,371,211
1523,Cream_Cheese,378,211
1524,Cream_Cheese,416,211
1525,Cream_Cheese,424,211
1526,Cream_Cheese,434,211
1527,Cream_Cheese,453,211
1528,Cream_Cheese,211,461
1529,Cream_Cheese,211,483
1530,Cream_Cheese,500,211
1531,Cream_Cheese,211,545
1532,Cream_Cheese,239,258
1533,Cream_Cheese,293,239
1534,Cream_Cheese,308,239
1535,Cream_Cheese,310,239
1536,Cream_Cheese,311,239
1537,Cream_Cheese,239,353
1538,Cream_Cheese,371,239
1539,Cream_Cheese,239,378
1540,Cream_Cheese,239,416
1541,Cream_Cheese,424,239
1542,Cream_Cheese,239,434
1543,Cream_Cheese,453,239
1544,Cream_Cheese,239,461
1545,Cream_Cheese,483,239
1546,Cream_Cheese,239,500
1547,Cream_Cheese,239,545
1548,Cream_Cheese,293,258
1549,Cream_Cheese,258,308
1550,Cream_Cheese,258,310
1551,Cream_Cheese,258,311
1552,Cream_Cheese,258,353
1553,Cream_Cheese,258,371
1554,Cream_Cheese,378,258
1555,Cream_Cheese,416,258
1556,Cream_Cheese,258,424
1557,Cream_Cheese,434,258
1558,Cream_Cheese,258,453
1559,Cream_Cheese,258,461
1560,Cream_Cheese,483,258
1561,Cream_Cheese,500,258
1562,Cream_Cheese,258,545
1563,Cream_Cheese,308,293
1564,Cream_Cheese,293,310
1565,Cream_Cheese,311,293
1566,Cream_Cheese,293,353
1567,Cream_Cheese,371,293
1568,Cream_Cheese,293,378
1569,Cream_Cheese,416,293
1570,Cream_Cheese,293,424
1571,Cream_Cheese,434,293
1572,Cream_Cheese,293,453
1573,Cream_Cheese,293,461
1574,Cream_Cheese,483,293
1575,Cream_Cheese,500,293
1576,Cream_Cheese,545,293
1577,Cream_Cheese,308,310
1578,Cream_Cheese,308,311
1579,Cream_Cheese,308,353
1580,Cream_Cheese,371,308
1581,Cream_Cheese,378,308
1582,Cream_Cheese,308,416
1583,Cream_Cheese,424,308
1584,Cream_Cheese,308,434
1585,Cream_Cheese,453,308
1586,Cream_Cheese,308,461
1587,Cream_Cheese,483,308
1588,Cream_Cheese,500,308
1589,Cream_Cheese,308,545
1590,Cream_Cheese,310,311
1591,Cream_Cheese,310,353
1592,Cream_Cheese,371,310
1593,Cream_Cheese,378,310
1594,Cream_Cheese,310,416
1595,Cream_Cheese,310,424
1596,Cream_Cheese,434,310
1597,Cream_Cheese,453,310
1598,Cream_Cheese,461,310
1599,Cream_Cheese,310,483
1600,Cream_Cheese,500,310
1601,Cream_Cheese,545,310
1602,Cream_Cheese,353,311
1603,Cream_Cheese,371,311
1604,Cream_Cheese,378,311
1605,Cream_Cheese,311,416
1606,Cream_Cheese,424,311
1607,Cream_Cheese,311,434
1608,Cream_Cheese,453,311
1609,Cream_Cheese,311,461
1610,Cream_Cheese,311,483
1611,Cream_Cheese,311,500
1612,Cream_Cheese,311,545
1613,Cream_Cheese,371,353
1614,Cream_Cheese,378,353
1615,Cream_Cheese,353,416
1616,Cream_Cheese,353,424
1617,Cream_Cheese,353,434
1618,Cream_Cheese,353,453
1619,Cream_Cheese,353,461
1620,Cream_Cheese,483,353
1621,Cream_Cheese,500,353
1622,Cream_Cheese,353,545
1623,Cream_Cheese,371,378
1624,Cream_Cheese,416,371
1625,Cream_Cheese,371,424
1626,Cream_Cheese,434,371
1627,Cream_Cheese,371,453
1628,Cream_Cheese,461,371
1629,Cream_Cheese,483,371
1630,Cream_Cheese,371,500
1631,Cream_Cheese,545,371
1632,Cream_Cheese,378,416
1633,Cream_Cheese,378,424
1634,Cream_Cheese,378,434
1635,Cream_Cheese,453,378
1636,Cream_Cheese,461,378
1637,Cream_Cheese,483,378
1638,Cream_Cheese,378,500
1639,Cream_Cheese,378,545
1640,Cream_Cheese,416,424
1641,Cream_Cheese,416,434
1642,Cream_Cheese,416,453
1643,Cream_Cheese,416,461
1644,Cream_Cheese,483,416
1645,Cream_Cheese,416,500
1646,Cream_Cheese,545,416
1647,Cream_Cheese,424,434
1648,Cream_Cheese,424,453
1649,Cream_Cheese,424,461
1650,Cream_Cheese,483,424
1651,Cream_Cheese,500,424
1652,Cream_Cheese,545,424
1653,Cream_Cheese,453,434
1654,Cream_Cheese,461,434
1655,Cream_Cheese,434,483
1656,Cream_Cheese,434,500
1657,Cream_Cheese,545,434
1658,Cream_Cheese,461,453
1659,Cream_Cheese,483,453
1660,Cream_Cheese,453,500
1661,Cream_Cheese,453,545
1662,Cream_Cheese,461,483
1663,Cream_Cheese,500,461
1664,Cream_Cheese,461,545
1665,Cream_Cheese,483,500
1666,Cream_Cheese,545,483
1667,Cream_Cheese,500,545
1668,Creamer,138,110
1669,Creamer,110,181
1670,Creamer,189,110
1671,Creamer,110,203
1672,Creamer,110,247
1673,Creamer,110,250
1674,Creamer,110,263
1675,Creamer,267,110
1676,Creamer,277,110
1677,Creamer,284,110
1678,Creamer,294,110
1679,Creamer,110,298
1680,Creamer,322,110
1681,Creamer,110,344
1682,Creamer,110,349
1683,Creamer,110,350
1684,Creamer,386,110
1685,Creamer,110,476
1686,Creamer,110,543
1687,Creamer,181,138
1688,Creamer,138,189
1689,Creamer,138,203
1690,Creamer,247,138
1691,Creamer,138,250
1692,Creamer,263,138
1693,Creamer,267,138
1694,Creamer,277,138
1695,Creamer,284,138
1696,Creamer,294,138
1697,Creamer,298,138
1698,Creamer,138,322
1699,Creamer,138,344
1700,Creamer,138,349
1701,Creamer,350,138
1702,Creamer,386,138
1703,Creamer,138,476
1704,Creamer,543,138
1705,Creamer,189,181
1706,Creamer,181,203
1707,Creamer,247,181
1708,Creamer,181,250
1709,Creamer,181,263
1710,Creamer,267,181
1711,Creamer,277,181
1712,Creamer,181,284
1713,Creamer,294,181
1714,Creamer,298,181
1715,Creamer,181,322
1716,Creamer,344,181
1717,Creamer,181,349
1718,Creamer,181,350
1719,Creamer,386,181
1720,Creamer,476,181
1721,Creamer,543,181
1722,Creamer,203,189
1723,Creamer,247,189
1724,Creamer,189,250
1725,Creamer,263,189
1726,Creamer,189,267
1727,Creamer,189,277
1728,Creamer,189,284
1729,Creamer,189,294
1730,Creamer,298,189
1731,Creamer,189,322
1732,Creamer,189,344
1733,Creamer,349,189
1734,Creamer,350,189
1735,Creamer,189,386
1736,Creamer,476,189
1737,Creamer,543,189
1738,Creamer,247,203
1739,Creamer,250,203
1740,Creamer,203,263
1741,Creamer,203,267
1742,Creamer,203,277
1743,Creamer,284,203
1744,Creamer,294,203
1745,Creamer,298,203
1746,Creamer,322,203
1747,Creamer,344,203
1748,Creamer,203,349
1749,Creamer,350,203
1750,Creamer,203,386
1751,Creamer,476,203
1752,Creamer,543,203
1753,Creamer,250,247
1754,Creamer,247,263
1755,Creamer,247,267
1756,Creamer,247,277
1757,Creamer,284,247
1758,Creamer,294,247
1759,Creamer,247,298
1760,Creamer,322,247
1761,Creamer,247,344
1762,Creamer,349,247
1763,Creamer,350,247
1764,Creamer,386,247
1765,Creamer,476,247
1766,Creamer,247,543
1767,Creamer,263,250
1768,Creamer,267,250
1769,Creamer,277,250
1770,Creamer,284,250
1771,Creamer,250,294
1772,Creamer,250,298
1773,Creamer,250,322
1774,Creamer,250,344
1775,Creamer,349,250
1776,Creamer,250,350
1777,Creamer,386,250
1778,Creamer,476,250
1779,Creamer,250,543
1780,Creamer,267,263
1781,Creamer,263,277
1782,Creamer,284,263
1783,Creamer,263,294
1784,Creamer,263,298
1785,Creamer,263,322
1786,Creamer,263,344
1787,Creamer,263,349
1788,Creamer,350,263
1789,Creamer,263,386
1790,Creamer,476,263
1791,Creamer,263,543
1792,Creamer,267,277
1793,Creamer,267,284
1794,Creamer,294,267
1795,Creamer,298,267
1796,Creamer,267,322
1797,Creamer,344,267
1798,Creamer,349,267
1799,Creamer,350,267
1800,Creamer,267,386
1801,Creamer,267,476
1802,Creamer,543,267
1803,Creamer,284,277
1804,Creamer,294,277
1805,Creamer,277,298
1806,Creamer,277,322
1807,Creamer,344,277
1808,Creamer,349,277
1809,Creamer,350,277
1810,Creamer,277,386
1811,Creamer,277,476
1812,Creamer,543,277
1813,Creamer,294,284
1814,Creamer,298,284
1815,Creamer,284,322
1816,Creamer,344,284
1817,Creamer,284,349
1818,Creamer,284,350
1819,Creamer,386,284
1820,Creamer,476,284
1821,Creamer,543,284
1822,Creamer,294,298
1823,Creamer,294,322
1824,Creamer,294,344
1825,Creamer,294,349
1826,Creamer,350,294
1827,Creamer,294,386
1828,Creamer,294,476
1829,Creamer,543,294
1830,Creamer,298,322
1831,Creamer,298,344
1832,Creamer,298,349
1833,Creamer,298,350
1834,Creamer,298,386
1835,Creamer,298,476
1836,Creamer,543,298
1837,Creamer,344,322
1838,Creamer,322,349
1839,Creamer,350,322
1840,Creamer,386,322
1841,Creamer,476,322
1842,Creamer,543,322
1843,Creamer,344,349
1844,Creamer,344,350
1845,Creamer,386,344
1846,Creamer,476,344
1847,Creamer,543,344
1848,Creamer,349,350
1849,Creamer,349,386
1850,Creamer,476,349
1851,Creamer,349,543
1852,Creamer,350,386
1853,Creamer,350,476
1854,Creamer,350,543
1855,Creamer,476,386
1856,Creamer,386,543
1857,Creamer,543,476
1858,Deli_Ham,102,123
1859,Deli_Ham,102,137
1860,Deli_Ham,102,169
1861,Deli_Ham,102,192
1862,Deli_Ham,196,102
1863,Deli_Ham,102,197
1864,Deli_Ham,102,222
1865,Deli_Ham,102,223
1866,Deli_Ham,243,102
1867,Deli_Ham,244,102
1868,Deli_Ham,283,102
1869,Deli_Ham,102,380
1870,Deli_Ham,102,399
1871,Deli_Ham,438,102
1872,Deli_Ham,102,447
1873,Deli_Ham,102,451
1874,Deli_Ham,102,467
1875,Deli_Ham,102,507
1876,Deli_Ham,123,137
1877,Deli_Ham,123,169
1878,Deli_Ham,192,123
1879,Deli_Ham,123,196
1880,Deli_Ham,123,197
1881,Deli_Ham,123,222
1882,Deli_Ham,123,223
1883,Deli_Ham,123,243
1884,Deli_Ham,244,123
1885,Deli_Ham,283,123
1886,Deli_Ham,380,123
1887,Deli_Ham,399,123
1888,Deli_Ham,123,438
1889,Deli_Ham,123,447
1890,Deli_Ham,451,123
1891,Deli_Ham,467,123
1892,Deli_Ham,123,507
1893,Deli_Ham,169,137
1894,Deli_Ham,137,192
1895,Deli_Ham,137,196
1896,Deli_Ham,137,197
1897,Deli_Ham,222,137
1898,Deli_Ham,223,137
1899,Deli_Ham,137,243
1900,Deli_Ham,137,244
1901,Deli_Ham,283,137
1902,Deli_Ham,137,380
1903,Deli_Ham,399,137
1904,Deli_Ham,137,438
1905,Deli_Ham,447,137
1906,Deli_Ham,137,451
1907,Deli_Ham,467,137
1908,Deli_Ham,507,137
1909,Deli_Ham,192,169
1910,Deli_Ham,196,169
1911,Deli_Ham,169,197
1912,Deli_Ham,169,222
1913,Deli_Ham,223,169
1914,Deli_Ham,243,169
1915,Deli_Ham,169,244
1916,Deli_Ham,169,283
1917,Deli_Ham,169,380
1918,Deli_Ham,399,169
1919,Deli_Ham,438,169
1920,Deli_Ham,169,447
1921,Deli_Ham,451,169
1922,Deli_Ham,169,467
1923,Deli_Ham,507,169
1924,Deli_Ham,192,196
1925,Deli_Ham,197,192
1926,Deli_Ham,192,222
1927,Deli_Ham,223,192
1928,Deli_Ham,192,243
1929,Deli_Ham,244,192
1930,Deli_Ham,192,283
1931,Deli_Ham,192,380
1932,Deli_Ham,192,399
1933,Deli_Ham,192,438
1934,Deli_Ham,192,447
1935,Deli_Ham,192,451
1936,Deli_Ham,467,192
1937,Deli_Ham,192,507
1938,Deli_Ham,197,196
1939,Deli_Ham,222,196
1940,Deli_Ham,223,196
1941,Deli_Ham,243,196
1942,Deli_Ham,196,244
1943,Deli_Ham,196,283
1944,Deli_Ham,196,380
1945,Deli_Ham,196,399
1946,Deli_Ham,438,196
1947,Deli_Ham,447,196
1948,Deli_Ham,451,196
1949,Deli_Ham,467,196
1950,Deli_Ham,507,196
1951,Deli_Ham,222,197
1952,Deli_Ham,197,223
1953,Deli_Ham,197,243
1954,Deli_Ham,197,244
1955,Deli_Ham,197,283
1956,Deli_Ham,197,380
1957,Deli_Ham,399,197
1958,Deli_Ham,197,438
1959,Deli_Ham,197,447
1960,Deli_Ham,451,197
1961,Deli_Ham,467,197
1962,Deli_Ham,197,507
1963,Deli_Ham,223,222
1964,Deli_Ham,222,243
1965,Deli_Ham,222,244
1966,Deli_Ham,283,222
1967,Deli_Ham,380,222
1968,Deli_Ham,399,222
1969,Deli_Ham,438,222
1970,Deli_Ham,447,222
1971,Deli_Ham,222,451
1972,Deli_Ham,467,222
1973,Deli_Ham,222,507
1974,Deli_Ham,243,223
1975,Deli_Ham,223,244
1976,Deli_Ham,283,223
1977,Deli_Ham,380,223
1978,Deli_Ham,223,399
1979,Deli_Ham,223,438
1980,Deli_Ham,447,223
1981,Deli_Ham,223,451
1982,Deli_Ham,467,223
1983,Deli_Ham,507,223
