category,block_id,respondent,n_analogs,n_pairs,pairwise_accuracy,spearman,recall_at_1,recall_at_3
Cheddar_Cheese,0,109,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,110,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,111,3,3,0.5,,0.3333333333333333,1.0
Cheddar_Cheese,0,112,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,113,3,3,0.8333333333333334,0.8660254037844387,0.5,1.0
Cheddar_Cheese,0,114,3,3,0.5,0.0,0.5,1.0
Cheddar_Cheese,0,115,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,116,3,3,0.5,,0.3333333333333333,1.0
Cheddar_Cheese,0,117,3,3,0.16666666666666666,-0.8660254037844387,0.0,1.0
Cheddar_Cheese,0,118,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,119,3,3,0.8333333333333334,0.8660254037844387,1.0,1.0
Cheddar_Cheese,0,120,3,3,0.5,0.0,0.5,1.0
Cheddar_Cheese,0,121,3,3,0.3333333333333333,-0.5,0.0,1.0
Cheddar_Cheese,0,122,3,3,0.5,,0.3333333333333333,1.0
Cheddar_Cheese,0,123,3,3,0.0,-1.0,0.0,1.0
Cheddar_Cheese,0,124,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,125,3,3,0.3333333333333333,-0.5,0.0,1.0
Cheddar_Cheese,0,126,3,3,0.16666666666666666,-0.8660254037844387,0.0,1.0
Cheddar_Cheese,0,127,3,3,0.0,-1.0,0.0,1.0
Cheddar_Cheese,0,128,3,3,0.16666666666666666,-0.8660254037844387,0.0,1.0
Cheddar_Cheese,0,129,3,3,0.16666666666666666,-0.8660254037844387,0.0,1.0
Cheddar_Cheese,0,130,3,3,0.5,0.0,0.5,1.0
Cheddar_Cheese,0,131,3,3,0.5,0.0,0.5,1.0
Cheddar_Cheese,0,132,3,3,0.5,,0.3333333333333333,1.0
Cheddar_Cheese,0,133,3,3,0.5,0.0,0.5,1.0
Cheddar_Cheese,0,134,3,3,0.0,-1.0,0.0,1.0
Cheddar_Cheese,0,135,3,3,0.0,-1.0,0.0,1.0
Cheddar_Cheese,0,136,3,3,0.3333333333333333,-0.5,0.0,1.0
Cheddar_Cheese,0,137,3,3,0.5,,0.3333333333333333,1.0
Cheddar_Cheese,0,138,3,3,0.6666666666666666,0.5,1.0,1.0
Cheddar_Cheese,0,139,3,3,0.8333333333333334,0.8660254037844387,1.0,1.0
Cheddar_Cheese,0,140,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,141,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,142,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,143,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,144,3,3,0.16666666666666666,-0.8660254037844387,0.0,1.0
Cheddar_Cheese,0,145,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,146,3,3,0.5,0.0,0.5,1.0
Cheddar_Cheese,0,147,3,3,0.0,-1.0,0.0,1.0
Cheddar_Cheese,0,148,3,3,0.3333333333333333,-0.5,0.0,1.0
Cheddar_Cheese,0,149,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,150,3,3,0.16666666666666666,-0.8660254037844387,0.0,1.0
Cheddar_Cheese,0,151,3,3,0.6666666666666666,0.5,1.0,1.0
Cheddar_Cheese,0,152,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,153,3,3,0.6666666666666666,0.5,1.0,1.0
Cheddar_Cheese,0,154,3,3,0.5,0.0,0.5,1.0
Cheddar_Cheese,0,155,3,3,0.3333333333333333,-0.5,0.0,1.0
Cheddar_Cheese,0,156,3,3,0.8333333333333334,0.8660254037844387,1.0,1.0
Cheddar_Cheese,0,157,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,158,3,3,0.8333333333333334,0.8660254037844387,1.0,1.0
Cheddar_Cheese,0,159,3,3,0.16666666666666666,-0.8660254037844387,0.0,1.0
Cheddar_Cheese,0,160,3,3,0.16666666666666666,-0.8660254037844387,0.0,1.0
Cheddar_Cheese,0,161,3,3,0.8333333333333334,0.8660254037844387,0.5,1.0
Cheddar_Cheese,0,162,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,163,3,3,0.8333333333333334,0.8660254037844387,1.0,1.0
Cheddar_Cheese,0,164,3,3,0.8333333333333334,0.8660254037844387,1.0,1.0
Cheddar_Cheese,0,165,3,3,0.8333333333333334,0.8660254037844387,0.5,1.0
Cheddar_Cheese,0,166,3,3,0.8333333333333334,0.8660254037844387,1.0,1.0
Cheddar_Cheese,0,167,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,168,3,3,0.16666666666666666,-0.8660254037844387,0.0,1.0
Cheddar_Cheese,0,169,3,3,0.5,0.0,0.5,1.0
Cheddar_Cheese,0,170,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,171,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,172,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,173,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,174,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,175,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,176,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,177,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,178,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,179,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,180,3,3,0.5,,0.3333333333333333,1.0
Cheddar_Cheese,0,181,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,182,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,183,3,3,0.8333333333333334,0.8660254037844387,0.5,1.0
Cheddar_Cheese,0,184,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,185,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,186,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,187,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,188,3,3,0.5,0.0,0.0,1.0
Cheddar_Cheese,0,189,3,3,0.8333333333333334,0.8660254037844387,1.0,1.0
Cheddar_Cheese,0,190,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,191,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,192,3,3,0.5,0.0,0.5,1.0
Cheddar_Cheese,0,193,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,194,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,195,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,196,3,3,0.8333333333333334,0.8660254037844387,0.5,1.0
Cheddar_Cheese,0,197,3,3,0.3333333333333333,-0.5,0.0,1.0
Cheddar_Cheese,0,198,3,3,0.8333333333333334,0.8660254037844387,1.0,1.0
Cheddar_Cheese,0,199,3,3,0.8333333333333334,0.8660254037844387,0.5,1.0
Cheddar_Cheese,0,200,3,3,0.5,0.0,0.5,1.0
Cheddar_Cheese,0,201,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,202,3,3,0.8333333333333334,0.8660254037844387,1.0,1.0
Cheddar_Cheese,0,203,3,3,0.6666666666666666,0.5,0.0,1.0
Cheddar_Cheese,0,204,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,205,3,3,1.0,1.0,1.0,1.0
Cheddar_Cheese,0,206,3,3,0.8333333333333334,0.8660254037844387,0.5,1.0
Cheddar_Cheese,0,207,3,3,0.5,0.0,0.5,1.0
Cheddar_Cheese,1,1,5,10,0.4,-0.2961744388795462,0.0,0.3333333333333333
Cheddar_Cheese,1,2,5,10,0.7,0.5270462766947299,0.5,1.0
Cheddar_Cheese,1,3,5,10,0.55,0.21629522817435004,0.0,0.5
Cheddar_Cheese,1,4,5,10,0.35,-0.41039134083406165,0.0,0.5
Cheddar_Cheese,1,5,5,10,0.4,-0.2961744388795462,0.0,0.3333333333333333
Cheddar_Cheese,1,6,5,10,0.5,0.0,0.5,1.0
Cheddar_Cheese,1,7,5,10,0.6,0.2894736842105264,0.0,1.0
Cheddar_Cheese,1,8,5,10,0.2,-0.7,0.0,1.0
Cheddar_Cheese,1,9,5,10,0.3,-0.5270462766947299,0.0,1.0
Cheddar_Cheese,1,10,5,10,0.4,-0.15811388300841897,0.0,0.0
Cheddar_Cheese,1,11,5,10,0.55,0.15789473684210528,1.0,1.0
Cheddar_Cheese,1,12,5,10,0.4,-0.28867513459481287,0.3333333333333333,1.0
Cheddar_Cheese,1,13,5,10,0.45,-0.08111071056538127,0.0,0.0
Cheddar_Cheese,1,14,5,10,0.7,0.6454972243679028,0.5,1.0
Cheddar_Cheese,1,15,5,10,0.7,0.7254762501100117,0.25,0.75
Cheddar_Cheese,1,16,5,10,0.15,-0.8207826816681233,0.0,0.5
Cheddar_Cheese,1,17,5,10,0.55,0.15389675281277312,0.0,1.0
Cheddar_Cheese,1,18,5,10,0.6,0.28867513459481287,0.3333333333333333,1.0
Cheddar_Cheese,1,19,5,10,0.3,-0.6578947368421054,0.0,0.5
Cheddar_Cheese,1,20,5,10,0.15,-0.8207826816681233,0.0,0.5
Cheddar_Cheese,1,21,5,10,0.55,0.11470786693528089,0.0,1.0
Cheddar_Cheese,1,22,5,10,0.5,0.0,0.0,0.0
Cheddar_Cheese,1,23,5,10,0.15,-0.8944271909999157,0.0,0.3333333333333333
Cheddar_Cheese,1,24,5,10,0.75,0.6842105263157895,1.0,1.0
Cheddar_Cheese,1,25,5,10,0.3,-0.6454972243679028,0.0,0.3333333333333333
Cheddar_Cheese,1,26,5,10,0.4,0.0,0.0,0.0
Cheddar_Cheese,1,27,5,10,0.7,0.5526315789473686,0.5,1.0
Cheddar_Cheese,1,28,5,10,0.25,-0.7404360971988655,0.0,0.0
Cheddar_Cheese,1,29,5,10,0.45,0.051298917604257706,0.0,0.0
Cheddar_Cheese,1,30,5,10,0.35,-0.44721359549995787,0.0,0.6666666666666666
Cheddar_Cheese,1,31,5,10,0.55,0.21629522817435004,0.0,0.5
Cheddar_Cheese,1,32,5,10,0.35,-0.41039134083406165,0.0,0.5
Cheddar_Cheese,1,33,5,10,0.3,-0.5000000000000001,0.0,0.0
Cheddar_Cheese,1,34,5,10,0.45,-0.08111071056538127,0.5,1.0
Cheddar_Cheese,1,35,5,10,0.5,,0.2,0.6
Cheddar_Cheese,1,36,5,10,0.3,-0.5407380704358752,0.0,0.0
Cheddar_Cheese,1,37,5,10,0.4,-0.36273812505500586,0.25,0.75
Cheddar_Cheese,1,38,5,10,0.7,0.5270462766947299,1.0,1.0
Cheddar_Cheese,1,39,5,10,0.2,-0.8029550685469662,0.0,0.0
Cheddar_Cheese,1,40,5,10,0.4,-0.35355339059327373,0.25,0.75
Cheddar_Cheese,1,41,5,10,0.25,-0.7181848464596079,0.0,0.5
Cheddar_Cheese,1,42,5,10,0.15,-0.8720815992723809,0.0,0.0
Cheddar_Cheese,1,43,5,10,0.15,-0.9176629354822471,0.0,0.0
Cheddar_Cheese,1,44,5,10,0.5,0.0,0.0,1.0
Cheddar_Cheese,1,45,5,10,0.75,0.6668859288553501,1.0,1.0
Cheddar_Cheese,1,46,5,10,0.4,-0.15811388300841897,0.5,1.0
Cheddar_Cheese,1,47,5,10,0.5,0.0,0.0,0.0
Cheddar_Cheese,1,48,5,10,0.25,-0.6708203932499368,0.0,0.0
Cheddar_Cheese,1,49,5,10,0.25,-0.7029594915666376,0.0,0.5
Cheddar_Cheese,1,50,5,10,0.35,-0.3354101966249684,0.0,0.3333333333333333
Cheddar_Cheese,1,51,5,10,0.25,-0.6488856845230502,0.0,0.0
Cheddar_Cheese,1,52,5,10,0.3,-0.5735393346764044,0.0,0.6666666666666666
Cheddar_Cheese,1,53,5,10,0.4,-0.36273812505500586,0.25,0.75
Cheddar_Cheese,1,54,5,10,0.55,0.22941573387056177,0.0,0.0
Cheddar_Cheese,1,55,5,10,0.55,0.22941573387056177,0.0,0.0
Cheddar_Cheese,1,56,5,10,0.4,-0.2961744388795462,0.0,0.3333333333333333
Cheddar_Cheese,1,57,5,10,0.75,0.6668859288553501,1.0,1.0
Cheddar_Cheese,1,58,5,10,0.25,-0.7029594915666376,0.0,0.5
Cheddar_Cheese,1,59,5,10,0.55,0.11470786693528089,0.3333333333333333,1.0
Cheddar_Cheese,1,60,5,10,0.7,0.5270462766947299,0.5,1.0
Cheddar_Cheese,1,61,5,10,0.5,0.10814761408717502,0.0,0.5
Cheddar_Cheese,1,62,5,10,0.55,0.10259783520851541,0.0,0.0
Cheddar_Cheese,1,63,5,10,0.6,0.31622776601683794,0.5,1.0
Cheddar_Cheese,1,64,5,10,0.8,0.7631578947368421,1.0,1.0
Cheddar_Cheese,1,65,5,10,0.7,0.7254762501100117,0.25,0.75
Cheddar_Cheese,1,66,5,10,0.4,-0.2867696673382022,0.3333333333333333,1.0
Cheddar_Cheese,1,67,5,10,0.5,0.0,0.0,1.0
Cheddar_Cheese,1,68,5,10,0.65,0.40555355282690636,0.5,1.0
Cheddar_Cheese,1,69,5,10,0.4,-0.37851664930511264,0.0,0.5
Cheddar_Cheese,1,70,5,10,0.7,0.5270462766947299,0.5,1.0
Cheddar_Cheese,1,71,5,10,0.5,,0.2,0.6
Cheddar_Cheese,1,72,5,10,0.4,-0.15811388300841897,0.0,0.0
Cheddar_Cheese,1,73,5,10,0.75,0.6668859288553501,1.0,1.0
Cheddar_Cheese,1,74,5,10,0.6,0.31622776601683794,0.5,1.0
Cheddar_Cheese,1,75,5,10,0.55,0.15389675281277312,0.0,1.0
Cheddar_Cheese,1,76,5,10,0.5,0.0,0.0,1.0
Cheddar_Cheese,1,77,5,10,0.6,0.2894736842105264,0.0,1.0
Cheddar_Cheese,1,78,5,10,0.4,-0.2894736842105264,0.0,0.0
Cheddar_Cheese,1,79,5,10,0.5,0.05270462766947298,0.0,1.0
Cheddar_Cheese,1,80,5,10,0.25,-0.7826237921249264,0.0,0.3333333333333333
Cheddar_Cheese,1,81,5,10,0.4,-0.35355339059327373,0.0,0.5
Cheddar_Cheese,1,82,5,10,0.3,-0.39999999999999997,0.0,0.0
Cheddar_Cheese,1,83,5,10,0.5,0.0,0.5,1.0
Cheddar_Cheese,1,84,5,10,0.25,-0.6842105263157895,0.0,0.0
Cheddar_Cheese,1,85,5,10,0.4,-0.36273812505500586,0.25,0.75
Cheddar_Cheese,1,86,5,10,0.15,-0.9176629354822471,0.0,0.0
Cheddar_Cheese,1,87,5,10,0.5,0.13157894736842107,0.0,0.0
Cheddar_Cheese,1,88,5,10,0.65,0.49999999999999994,0.0,0.6666666666666666
Cheddar_Cheese,1,89,5,10,0.7,0.6,1.0,1.0
Cheddar_Cheese,1,90,5,10,0.45,-0.1480872194397731,0.0,0.3333333333333333
Cheddar_Cheese,1,91,5,10,0.7,0.5526315789473686,0.5,1.0
Cheddar_Cheese,1,92,5,10,0.6,0.2894736842105264,0.0,1.0
Cheddar_Cheese,1,93,5,10,0.7,0.5526315789473686,0.5,1.0
Cheddar_Cheese,1,94,5,10,0.65,0.35909242322980395,1.0,1.0
Cheddar_Cheese,1,95,5,10,0.55,0.11180339887498947,0.3333333333333333,1.0
Cheddar_Cheese,1,96,5,10,0.4,-0.35355339059327373,0.25,0.75
Cheddar_Cheese,1,97,5,10,0.3,-0.6315789473684211,0.0,0.0
Cheddar_Cheese,1,98,5,10,0.5,,0.2,0.6
Cheddar_Cheese,1,99,5,10,0.55,0.21629522817435004,0.0,0.5
Cheddar_Cheese,1,100,5,10,0.25,-0.7299963950884315,0.0,0.5
Cheddar_Cheese,1,101,5,10,0.15,-0.892217816219194,0.0,0.0
Cheddar_Cheese,1,102,5,10,0.55,0.22941573387056177,0.0,0.0
Cheddar_Cheese,1,103,5,10,0.4,-0.35355339059327373,0.25,0.75
Chicken_Strips,0,92,5,10,0.6,0.35355339059327373,0.0,0.5
Chicken_Strips,0,93,5,10,0.4,-0.3,0.0,0.0
Chicken_Strips,0,94,5,10,0.2,-0.7905694150420948,0.0,0.0
Chicken_Strips,0,95,5,10,0.65,0.44721359549995787,0.3333333333333333,1.0
Chicken_Strips,0,96,5,10,0.5,0.0,0.0,0.5
Chicken_Strips,0,97,5,10,0.25,-0.7299963950884315,0.0,0.0
Chicken_Strips,0,98,5,10,0.6,0.34412360080584264,0.0,0.6666666666666666
Chicken_Strips,0,99,5,10,0.6,0.28867513459481287,0.3333333333333333,1.0
Chicken_Strips,0,100,5,10,0.45,-0.11180339887498947,0.0,0.3333333333333333
Chicken_Strips,0,101,5,10,0.7,0.7071067811865475,0.25,0.75
Chicken_Strips,0,102,5,10,0.45,-0.15389675281277312,0.0,0.0
Chicken_Strips,0,103,5,10,0.3,-0.5773502691896257,0.0,0.0
Chicken_Strips,0,104,5,10,0.65,0.20519567041703082,0.0,0.0
Chicken_Strips,0,105,5,10,0.3,-0.6308932681440449,0.0,0.3333333333333333
Chicken_Strips,0,106,5,10,0.25,-0.6708203932499368,0.0,0.0
Chicken_Strips,0,107,5,10,0.55,-0.051298917604257706,0.0,0.0
Chicken_Strips,0,108,5,10,0.55,0.051298917604257706,0.0,1.0
Chicken_Strips,0,109,5,10,0.5,0.0,0.0,0.3333333333333333
Chicken_Strips,0,110,5,10,0.7,0.5773502691896257,0.3333333333333333,1.0
Chicken_Strips,0,111,5,10,0.7,0.5797509043642028,0.0,1.0
Chicken_Strips,0,112,5,10,0.75,0.7181848464596079,0.0,1.0
Chicken_Strips,0,113,5,10,0.85,0.892217816219194,0.0,1.0
Chicken_Strips,0,114,5,10,0.2,-0.8660254037844386,0.0,0.0
Chicken_Strips,0,115,5,10,0.8,0.8660254037844386,0.5,1.0
Chicken_Strips,0,116,5,10,0.5,,0.2,0.6
Chicken_Strips,0,117,5,10,0.05,-0.9746794344808964,0.0,0.0
Chicken_Strips,0,118,5,10,0.45,-0.08111071056538127,0.0,0.0
Chicken_Strips,0,119,5,10,0.3,-0.5797509043642028,0.0,0.0
Chicken_Strips,0,120,5,10,0.3,-0.5270462766947299,0.0,0.0
Chicken_Strips,0,121,5,10,0.5,0.0,0.25,0.75
Chicken_Strips,0,122,5,10,0.8,0.8660254037844386,0.5,1.0
Chicken_Strips,0,123,5,10,0.4,-0.31622776601683794,0.0,0.0
Chicken_Strips,0,124,5,10,0.4,-0.35355339059327373,0.0,0.5
Chicken_Strips,0,125,5,10,0.5,0.05270462766947298,0.0,1.0
Chicken_Strips,0,126,5,10,0.5,0.0,0.0,0.0
Chicken_Strips,0,127,5,10,0.75,0.5642880936468347,0.5,1.0
Chicken_Strips,0,128,5,10,0.15,-0.8207826816681233,0.0,0.0
Chicken_Strips,0,129,5,10,0.2,-0.7905694150420948,0.0,0.0
Chicken_Strips,0,130,5,10,0.4,-0.28867513459481287,0.0,0.3333333333333333
Chicken_Strips,0,131,5,10,0.3,-0.5797509043642028,0.0,0.0
Chicken_Strips,0,132,5,10,0.65,0.44721359549995787,0.0,0.6666666666666666
Chicken_Strips,0,133,5,10,0.55,0.15389675281277312,0.0,1.0
Chicken_Strips,0,134,5,10,0.7,0.7071067811865475,0.25,0.75
Chicken_Strips,0,135,5,10,0.6,0.35355339059327373,0.0,0.5
Chicken_Strips,0,136,5,10,0.4,-0.26352313834736496,0.0,0.0
Chicken_Strips,0,137,5,10,0.55,0.15389675281277312,0.0,1.0
Chicken_Strips,0,138,5,10,0.65,0.4596273598704939,0.0,1.0
Chicken_Strips,0,139,5,10,0.45,-0.11180339887498947,0.0,0.3333333333333333
Chicken_Strips,0,140,5,10,0.1,-0.9486832980505138,0.0,0.0
Chicken_Strips,0,141,5,10,0.5,,0.2,0.6
Chicken_Strips,0,142,5,10,0.6,0.2894736842105264,0.0,1.0
Chicken_Strips,0,143,5,10,0.45,-0.10259783520851541,0.0,0.0
Chicken_Strips,0,144,5,10,0.5,0.0,0.0,0.0
Chicken_Strips,0,145,5,10,0.45,-0.051298917604257706,0.0,1.0
Chicken_Strips,0,146,5,10,0.65,0.35909242322980395,0.0,1.0
Chicken_Strips,0,147,5,10,0.3,-0.7071067811865475,0.0,0.5
Chicken_Strips,0,148,5,10,0.6,0.15811388300841897,0.5,1.0
Chicken_Strips,0,149,5,10,0.7,0.5270462766947299,0.0,0.5
Chicken_Strips,0,150,5,10,0.8,0.7378647873726218,0.5,1.0
Chicken_Strips,0,151,5,10,0.8,0.8660254037844386,0.5,1.0
Chicken_Strips,0,152,5,10,0.5,-0.10540925533894596,0.0,1.0
Chicken_Strips,0,153,5,10,0.75,0.5642880936468347,0.0,0.5
Chicken_Strips,0,154,5,10,0.85,0.8944271909999157,1.0,1.0
Chicken_Strips,0,155,5,10,0.45,-0.22360679774997894,0.0,0.6666666666666666
Chicken_Strips,0,156,5,10,0.25,-0.7826237921249264,0.0,0.3333333333333333
Chicken_Strips,0,157,5,10,0.8,0.8660254037844386,0.5,1.0
Chicken_Strips,0,158,5,10,0.75,0.6668859288553501,1.0,1.0
Chicken_Strips,0,159,5,10,0.3,-0.5526315789473686,0.0,0.0
Chicken_Strips,0,160,5,10,0.25,-0.7826237921249264,0.0,0.3333333333333333
Chicken_Strips,0,161,5,10,0.25,-0.6488856845230502,0.0,0.0
Chicken_Strips,0,162,5,10,0.35,-0.46169025843831935,0.0,0.0
Chicken_Strips,0,163,5,10,0.4,-0.35355339059327373,0.0,0.5
Chicken_Strips,0,164,5,10,0.5,-0.09999999999999999,0.0,0.0
Chicken_Strips,0,165,5,10,0.15,-0.8944271909999157,0.0,0.3333333333333333
Chicken_Strips,0,166,5,10,0.35,-0.44721359549995787,0.0,0.3333333333333333
Chicken_Strips,0,167,5,10,0.35,-0.5642880936468347,0.0,1.0
Chicken_Strips,0,168,5,10,0.3,-0.4743416490252569,0.0,0.0
Chicken_Strips,0,169,5,10,0.7,0.6324555320336759,0.5,1.0
Chicken_Strips,0,170,5,10,0.65,0.41039134083406165,0.0,1.0
Chicken_Strips,0,171,5,10,0.65,0.44721359549995787,0.0,0.6666666666666666
Chicken_Strips,0,172,5,10,0.35,-0.3354101966249684,0.0,0.3333333333333333
Chicken_Strips,0,173,5,10,0.5,0.0,0.0,0.6666666666666666
Chicken_Strips,0,174,5,10,0.45,-0.22360679774997894,0.0,0.6666666666666666
Chicken_Strips,0,175,5,10,0.65,0.46169025843831935,0.0,1.0
Chicken_Strips,0,176,5,10,0.8,0.7999999999999999,0.0,1.0
Chicken_Strips,0,177,5,10,0.55,0.11180339887498947,0.0,1.0
Chicken_Strips,0,178,5,10,0.6,0.26315789473684215,0.0,0.5
Chicken_Strips,0,179,5,10,0.35,-0.4325904563487001,0.0,0.0
Chicken_Strips,0,180,5,10,0.45,0.051298917604257706,0.0,0.0
Chicken_Strips,0,181,5,10,0.3,-0.5270462766947299,0.0,0.0
Chicken_Strips,0,182,5,10,0.7,0.5773502691896257,0.3333333333333333,1.0
Chicken_Strips,0,183,5,10,0.45,-0.22360679774997894,0.0,0.6666666666666666
Chicken_Strips,0,184,5,10,0.4,-0.35355339059327373,0.25,0.75
Chicken_Strips,0,185,5,10,0.4,-0.31622776601683794,0.0,0.0
Chicken_Strips,0,186,5,10,0.5,,0.2,0.6
Chicken_Strips,0,187,5,10,0.35,-0.35909242322980395,0.0,0.0
Chicken_Strips,0,188,5,10,0.55,0.10259783520851541,0.0,0.0
Chicken_Strips,0,189,5,10,0.45,-0.10259783520851541,0.0,0.0
Chicken_Strips,1,1,5,10,0.65,0.35909242322980395,1.0,1.0
Chicken_Strips,1,2,5,10,0.85,0.8207826816681233,0.5,1.0
Chicken_Strips,1,3,5,10,0.75,0.6668859288553501,1.0,1.0
Chicken_Strips,1,4,5,10,0.6,0.21081851067789192,0.0,1.0
Chicken_Strips,1,5,5,10,0.9,0.9486832980505138,1.0,1.0
Chicken_Strips,1,6,5,10,0.85,0.8944271909999157,0.3333333333333333,1.0
Chicken_Strips,1,7,5,10,0.4,-0.26352313834736496,0.0,0.0
Chicken_Strips,1,8,5,10,0.85,0.8944271909999157,1.0,1.0
Chicken_Strips,1,9,5,10,0.6,0.31622776601683794,1.0,1.0
Chicken_Strips,1,10,5,10,0.5,0.0,0.0,0.5
Chicken_Strips,1,11,5,10,0.65,0.44721359549995787,0.3333333333333333,1.0
Chicken_Strips,1,12,5,10,0.8,0.7905694150420948,0.5,1.0
Chicken_Strips,1,13,5,10,0.75,0.6708203932499368,1.0,1.0
Chicken_Strips,1,14,5,10,0.5,-0.10540925533894596,0.0,0.0
Chicken_Strips,1,15,5,10,0.75,0.6668859288553501,0.0,1.0
Chicken_Strips,1,16,5,10,0.35,-0.46169025843831935,0.0,0.0
Chicken_Strips,1,17,5,10,0.5,0.0,0.0,0.0
Chicken_Strips,1,18,5,10,0.3,-0.4743416490252569,0.0,0.0
Chicken_Strips,1,19,5,10,0.8,0.8660254037844386,0.5,1.0
Chicken_Strips,1,20,5,10,0.7,0.7071067811865475,0.25,0.75
Chicken_Strips,1,21,5,10,0.95,0.9746794344808964,1.0,1.0
Chicken_Strips,1,22,5,10,0.3,-0.5797509043642028,0.0,0.5
Chicken_Strips,1,23,5,10,0.35,-0.5642880936468347,0.0,1.0
Chicken_Strips,1,24,5,10,0.5,0.0,0.0,0.5
Chicken_Strips,1,25,5,10,0.5,0.10540925533894596,0.0,0.5
Chicken_Strips,1,26,5,10,0.5,0.0,0.0,0.5
Chicken_Strips,1,27,5,10,0.7,0.7071067811865475,1.0,1.0
Chicken_Strips,1,28,5,10,0.85,0.8720815992723809,1.0,1.0
Chicken_Strips,1,29,5,10,0.8,0.7378647873726218,1.0,1.0
Chicken_Strips,1,30,5,10,0.65,0.44721359549995787,0.3333333333333333,1.0
Chicken_Strips,1,31,5,10,0.7,0.4743416490252569,0.5,1.0
Chicken_Strips,1,32,5,10,0.85,0.8944271909999157,1.0,1.0
Chicken_Strips,1,33,5,10,0.45,-0.10259783520851541,0.0,0.0
Chicken_Strips,1,34,5,10,0.8,0.7378647873726218,1.0,1.0
Chicken_Strips,1,35,5,10,0.85,0.8207826816681233,0.5,1.0
Chicken_Strips,1,36,5,10,0.35,-0.35909242322980395,0.0,1.0
Chicken_Strips,1,37,5,10,0.15,-0.8944271909999157,0.0,0.3333333333333333
Chicken_Strips,1,38,5,10,0.7,0.49999999999999994,1.0,1.0
Chicken_Strips,1,39,5,10,0.7,0.6324555320336759,0.0,1.0
Chicken_Strips,1,40,5,10,0.75,0.6708203932499368,0.0,0.6666666666666666
Chicken_Strips,1,41,5,10,0.6,0.21081851067789192,0.0,1.0
Chicken_Strips,1,42,5,10,0.85,0.8720815992723809,0.0,1.0
Chicken_Strips,1,43,5,10,0.6,0.35355339059327373,0.0,0.5
Chicken_Strips,1,44,5,10,0.45,-0.22360679774997894,0.0,1.0
Chicken_Strips,1,45,5,10,0.8,0.7378647873726218,1.0,1.0
Chicken_Strips,1,46,5,10,0.75,0.6155870112510925,1.0,1.0
Chicken_Strips,1,47,5,10,0.4,-0.35355339059327373,0.0,0.5
Chicken_Strips,1,48,5,10,0.7,0.6,1.0,1.0
Chicken_Strips,1,49,5,10,0.75,0.6668859288553501,0.0,1.0
Chicken_Strips,1,50,5,10,0.85,0.8207826816681233,1.0,1.0
Chicken_Strips,1,51,5,10,0.35,-0.35909242322980395,0.0,0.5
Chicken_Strips,1,52,5,10,0.3,-0.7071067811865475,0.0,0.5
Chicken_Strips,1,53,5,10,0.6,0.35355339059327373,0.0,0.5
Chicken_Strips,1,54,5,10,0.25,-0.7826237921249264,0.0,0.3333333333333333
