pair_id,category,product_code_1,product_code_2,higher_rated_product
899,Unbreaded_Chicken_Breast,396,702,702
900,Unbreaded_Chicken_Breast,396,859,859
901,Unbreaded_Chicken_Breast,396,923,923
902,Unbreaded_Chicken_Breast,413,548,413
903,Unbreaded_Chicken_Breast,413,674,413
904,Unbreaded_Chicken_Breast,413,702,413
905,Unbreaded_Chicken_Breast,413,859,413
906,Unbreaded_Chicken_Breast,413,923,413
907,Unbreaded_Chicken_Breast,548,674,548
908,Unbreaded_Chicken_Breast,548,702,702
909,Unbreaded_Chicken_Breast,548,859,859
910,Unbreaded_Chicken_Breast,548,923,923
911,Unbreaded_Chicken_Breast,674,702,702
912,Unbreaded_Chicken_Breast,674,859,859
913,Unbreaded_Chicken_Breast,674,923,923
914,Unbreaded_Chicken_Breast,702,859,859
915,Unbreaded_Chicken_Breast,702,923,923
916,Unbreaded_Chicken_Breast,859,923,923
917,Yogurt,182,257,257
918,Yogurt,182,397,397
919,Yogurt,182,491,491
920,Yogurt,182,548,548
921,Yogurt,182,702,702
922,Yogurt,257,397,257
923,Yogurt,257,491,257
924,Yogurt,257,548,257
925,Yogurt,257,702,257
926,Yogurt,397,491,397
927,Yogurt,397,548,397
928,Yogurt,397,702,397
929,Yogurt,491,548,491
930,Yogurt,491,702,702
931,Yogurt,548,702,702
